month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
10/1/2023,A DIVISION,GS,1,11899,11902,0.99974793
10/1/2023,A DIVISION,GS,2,3306,3312,0.9981884
10/1/2023,B DIVISION,A,1,5839,8325,0.7013814
10/1/2023,B DIVISION,A,2,2477,3140,0.7888535
10/1/2023,B DIVISION,B,1,3288,4252,0.7732832
10/1/2023,B DIVISION,C,1,3304,4708,0.7017842
10/1/2023,B DIVISION,C,2,1009,1398,0.7217454
10/1/2023,B DIVISION,D,1,4474,6017,0.7435599
10/1/2023,B DIVISION,D,2,1514,1944,0.77880657
10/1/2023,B DIVISION,E,1,6417,8844,0.72557664
10/1/2023,B DIVISION,E,2,1338,1884,0.7101911
10/1/2023,B DIVISION,F,1,5900,8580,0.6876457
10/1/2023,B DIVISION,F,2,1225,1874,0.653682
10/1/2023,B DIVISION,FS,1,5095,5140,0.99124515
10/1/2023,B DIVISION,FS,2,1886,1894,0.9957761
10/1/2023,B DIVISION,G,1,5344,6216,0.85971683
10/1/2023,B DIVISION,G,2,2357,2551,0.9239514
10/1/2023,B DIVISION,H,1,3584,3696,0.969697
10/1/2023,B DIVISION,H,2,1367,1398,0.97782546
10/1/2023,B DIVISION,J,1,5239,6134,0.85409194
10/1/2023,B DIVISION,J,2,1873,2192,0.8544708
10/1/2023,B DIVISION,L,1,11280,11964,0.9428285
10/1/2023,B DIVISION,L,2,3365,3530,0.9532578
10/1/2023,B DIVISION,M,1,5230,5653,0.92517245
10/1/2023,B DIVISION,M,2,2149,2248,0.95596087
10/1/2023,B DIVISION,N,1,7900,10342,0.7638755
10/1/2023,B DIVISION,N,2,1649,2192,0.752281
10/1/2023,B DIVISION,Q,1,5730,7359,0.7786384
10/1/2023,B DIVISION,Q,2,4085,4552,0.8974077
10/1/2023,B DIVISION,R,1,5299,6633,0.7988844
10/1/2023,B DIVISION,R,2,1670,1938,0.8617131
11/1/2023,A DIVISION,1,1,8129,9624,0.8446592
11/1/2023,A DIVISION,1,2,2355,2608,0.9029908
11/1/2023,A DIVISION,2,1,4951,6852,0.72256273
11/1/2023,A DIVISION,2,2,1396,2152,0.64869887
11/1/2023,A DIVISION,3,1,5429,6270,0.8658692
11/1/2023,A DIVISION,3,2,1563,1782,0.8771044
11/1/2023,A DIVISION,4,1,6561,7785,0.84277457
11/1/2023,A DIVISION,4,2,1813,2392,0.75794315
11/1/2023,A DIVISION,5,1,5591,6885,0.8120552
11/1/2023,A DIVISION,5,2,1280,1761,0.72685975
11/1/2023,A DIVISION,6,1,8458,11669,0.72482646
11/1/2023,A DIVISION,6,2,2169,2664,0.8141892
11/1/2023,A DIVISION,7,1,12083,13484,0.8960991
11/1/2023,A DIVISION,7,2,2785,3204,0.869226
11/1/2023,A DIVISION,GS,1,10983,10998,0.9986361
11/1/2023,A DIVISION,GS,2,3231,3234,0.9990724
11/1/2023,B DIVISION,A,1,5974,7921,0.7541977
11/1/2023,B DIVISION,A,2,2032,2756,0.73730046
11/1/2023,B DIVISION,B,1,2854,3961,0.72052515
11/1/2023,B DIVISION,C,1,3311,4494,0.73676014
11/1/2023,B DIVISION,C,2,1079,1398,0.7718169
11/1/2023,B DIVISION,D,1,4072,5754,0.7076816
11/1/2023,B DIVISION,D,2,1545,1948,0.79312116
11/1/2023,B DIVISION,E,1,6111,8444,0.72370917
11/1/2023,B DIVISION,E,2,1564,2021,0.77387434
11/1/2023,B DIVISION,F,1,5595,8196,0.6826501
11/1/2023,B DIVISION,F,2,1287,1877,0.68566865
11/1/2023,B DIVISION,FS,1,4913,4920,0.99857724
11/1/2023,B DIVISION,FS,2,1895,1900,0.9973684
11/1/2023,B DIVISION,G,1,5037,5924,0.8502701
11/1/2023,B DIVISION,G,2,2383,2550,0.9345098
11/1/2023,B DIVISION,H,1,3430,3528,0.9722222
11/1/2023,B DIVISION,H,2,1089,1130,0.9637168
11/1/2023,B DIVISION,J,1,4947,5855,0.84491885
11/1/2023,B DIVISION,J,2,1929,2152,0.8963755
11/1/2023,B DIVISION,L,1,10600,11456,0.9252793
11/1/2023,B DIVISION,L,2,3302,3531,0.93514585
11/1/2023,B DIVISION,M,1,4945,5379,0.9193159
11/1/2023,B DIVISION,M,2,1702,1736,0.98041475
11/1/2023,B DIVISION,N,1,7530,9891,0.7612982
11/1/2023,B DIVISION,N,2,1583,2293,0.690362
11/1/2023,B DIVISION,Q,1,5314,6613,0.8035687
11/1/2023,B DIVISION,Q,2,1711,2326,0.7355976
11/1/2023,B DIVISION,R,1,5067,6354,0.7974504
11/1/2023,B DIVISION,R,2,1726,2078,0.83060634
12/1/2023,A DIVISION,1,1,7201,9261,0.77756184
12/1/2023,A DIVISION,1,2,3408,3897,0.8745189
12/1/2023,A DIVISION,2,1,4521,6496,0.6959667
12/1/2023,A DIVISION,2,2,1809,2571,0.7036173
12/1/2023,A DIVISION,3,1,5061,6004,0.84293807
12/1/2023,A DIVISION,3,2,1863,2300,0.81
12/1/2023,A DIVISION,4,1,5845,7385,0.7914692
12/1/2023,A DIVISION,4,2,2298,2926,0.7853725
12/1/2023,A DIVISION,5,1,5274,6580,0.80151975
12/1/2023,A DIVISION,5,2,1912,2305,0.8295011
12/1/2023,A DIVISION,6,1,8139,11166,0.7289092
12/1/2023,A DIVISION,6,2,3130,3865,0.8098318
12/1/2023,A DIVISION,7,1,11084,12840,0.8632399
12/1/2023,A DIVISION,7,2,3569,4146,0.8608297
12/1/2023,A DIVISION,GS,1,8243,8260,0.9979419
12/1/2023,A DIVISION,GS,2,3776,3776,1
12/1/2023,B DIVISION,A,1,5536,7625,0.7260328
12/1/2023,B DIVISION,A,2,2820,3806,0.7409354
12/1/2023,B DIVISION,B,1,2778,3921,0.70849276
12/1/2023,B DIVISION,C,1,2995,4338,0.6904103
12/1/2023,B DIVISION,C,2,1007,1416,0.7111582
12/1/2023,B DIVISION,D,1,3802,5514,0.6895176
12/1/2023,B DIVISION,D,2,1745,2381,0.73288536
12/1/2023,B DIVISION,E,1,5722,8022,0.7132885
12/1/2023,B DIVISION,E,2,1782,2304,0.7734375
12/1/2023,B DIVISION,F,1,5019,7803,0.64321417
12/1/2023,B DIVISION,F,2,1627,2292,0.7098604
12/1/2023,B DIVISION,FS,1,4676,4708,0.99320304
12/1/2023,B DIVISION,FS,2,2312,2318,0.99741155
12/1/2023,B DIVISION,G,1,4878,5755,0.8476108
12/1/2023,B DIVISION,G,2,2527,2779,0.9093199
12/1/2023,B DIVISION,H,1,3248,3360,0.96666664
12/1/2023,B DIVISION,H,2,1381,1443,0.95703393
12/1/2023,B DIVISION,J,1,4712,5578,0.84474725
12/1/2023,B DIVISION,J,2,2426,2692,0.90118873
12/1/2023,B DIVISION,L,1,9929,10912,0.9099157
12/1/2023,B DIVISION,L,2,4758,5166,0.92102206
12/1/2023,B DIVISION,M,1,4471,5140,0.8698444
12/1/2023,B DIVISION,M,2,2629,2762,0.9518465
12/1/2023,B DIVISION,N,1,6350,9317,0.68154985
12/1/2023,B DIVISION,N,2,1551,2384,0.65058726
12/1/2023,B DIVISION,Q,1,4910,6361,0.77189124
12/1/2023,B DIVISION,Q,2,2468,2892,0.85338867
12/1/2023,B DIVISION,R,1,4571,6055,0.7549133
12/1/2023,B DIVISION,R,2,1903,2371,0.8026149
1/1/2024,A DIVISION,1,1,7029,9664,0.72733855
1/1/2024,A DIVISION,1,2,2042,2396,0.85225374
1/1/2024,A DIVISION,2,1,4864,6958,0.69905144
1/1/2024,A DIVISION,2,2,1047,1760,0.59488636
1/1/2024,A DIVISION,3,1,5084,6269,0.81097466
1/1/2024,A DIVISION,3,2,1146,1660,0.69036144
1/1/2024,A DIVISION,4,1,6387,8171,0.7816669
1/1/2024,A DIVISION,4,2,2245,2817,0.7969471
1/1/2024,A DIVISION,5,1,5537,7222,0.7666851
1/1/2024,A DIVISION,5,2,1215,1375,0.88363636
1/1/2024,A DIVISION,6,1,9375,12267,0.7642455
1/1/2024,A DIVISION,6,2,2652,3300,0.8036364
1/1/2024,A DIVISION,7,1,12168,14132,0.8610246
1/1/2024,A DIVISION,7,2,2714,2814,0.9644634
1/1/2024,A DIVISION,GS,1,11696,11770,0.99371284
1/1/2024,A DIVISION,GS,2,3515,3524,0.99744606
1/1/2024,B DIVISION,A,1,6188,8396,0.73701763
1/1/2024,B DIVISION,A,2,1765,2519,0.7006749
1/1/2024,B DIVISION,B,1,2928,4312,0.67903525
1/1/2024,B DIVISION,C,1,3482,4884,0.7129402
1/1/2024,B DIVISION,C,2,952,1416,0.6723164
1/1/2024,B DIVISION,D,1,4178,6044,0.6912641
1/1/2024,B DIVISION,D,2,1501,1947,0.77092963
1/1/2024,B DIVISION,E,1,6279,8804,0.71319854
1/1/2024,B DIVISION,E,2,2051,2428,0.8447282
1/1/2024,B DIVISION,F,1,5162,8580,0.6016317
1/1/2024,B DIVISION,F,2,1526,1874,0.81430095
1/1/2024,B DIVISION,FS,1,5106,5130,0.99532163
1/1/2024,B DIVISION,FS,2,1878,1894,0.9915523
1/1/2024,B DIVISION,G,1,5729,6538,0.87626183
1/1/2024,B DIVISION,G,2,2132,2289,0.9314111
1/1/2024,B DIVISION,H,1,3581,3696,0.9688853
1/1/2024,B DIVISION,H,2,1376,1398,0.98426324
1/1/2024,B DIVISION,J,1,5195,6140,0.8460912
1/1/2024,B DIVISION,J,2,1945,2200,0.8840909
1/1/2024,B DIVISION,L,1,11035,12261,0.90000814
1/1/2024,B DIVISION,L,2,3631,3882,0.9353426
1/1/2024,B DIVISION,M,1,5160,5654,0.91262823
1/1/2024,B DIVISION,M,2,2166,2256,0.9601064
1/1/2024,B DIVISION,N,1,6955,10441,0.6661239
1/1/2024,B DIVISION,N,2,2644,3622,0.72998345
1/1/2024,B DIVISION,Q,1,5234,7339,0.7131762
1/1/2024,B DIVISION,Q,2,1833,2257,0.81214
1/1/2024,B DIVISION,R,1,5183,6706,0.77289
1/1/2024,B DIVISION,R,2,2104,2500,0.8416
2/1/2024,A DIVISION,1,1,7353,9176,0.80132955
2/1/2024,A DIVISION,1,2,2645,3492,0.7574456
2/1/2024,A DIVISION,2,1,4675,6534,0.7154882
2/1/2024,A DIVISION,2,2,653,2106,0.3100665
2/1/2024,A DIVISION,3,1,5044,5952,0.84744626
2/1/2024,A DIVISION,3,2,648,1050,0.61714286
2/1/2024,A DIVISION,4,1,6032,7451,0.80955577
2/1/2024,A DIVISION,4,2,1800,2844,0.6329114
2/1/2024,A DIVISION,5,1,5190,6540,0.79357797
2/1/2024,A DIVISION,5,2,1437,1764,0.81462586
2/1/2024,A DIVISION,6,1,8448,11420,0.7397548
2/1/2024,A DIVISION,6,2,2175,2900,0.75
2/1/2024,A DIVISION,7,1,11934,12840,0.92943925
2/1/2024,A DIVISION,7,2,2870,3154,0.9099556
2/1/2024,A DIVISION,GS,1,10406,10424,0.9982732
2/1/2024,A DIVISION,GS,2,3091,3096,0.998385
2/1/2024,B DIVISION,A,1,5670,7478,0.7582241
2/1/2024,B DIVISION,A,2,1575,2530,0.6225296
2/1/2024,B DIVISION,B,1,2584,3744,0.69017094
2/1/2024,B DIVISION,C,1,3228,4440,0.727027
2/1/2024,B DIVISION,C,2,691,1410,0.4900709
2/1/2024,B DIVISION,D,1,3811,5494,0.6936658
2/1/2024,B DIVISION,D,2,1312,1944,0.67489713
2/1/2024,B DIVISION,E,1,5330,7998,0.6664166
2/1/2024,B DIVISION,E,2,1225,1896,0.64609706
2/1/2024,B DIVISION,F,1,4281,7806,0.5484243
2/1/2024,B DIVISION,F,2,1186,1896,0.62552744
2/1/2024,B DIVISION,FS,1,4676,4680,0.99914527
2/1/2024,B DIVISION,FS,2,1902,1922,0.98959416
2/1/2024,B DIVISION,G,1,5153,6084,0.8469757
2/1/2024,B DIVISION,G,2,2785,2908,0.9577029
2/1/2024,B DIVISION,H,1,3281,3361,0.97619754
2/1/2024,B DIVISION,H,2,1368,1421,0.96270233
2/1/2024,B DIVISION,J,1,4718,5583,0.84506536
2/1/2024,B DIVISION,J,2,2033,2228,0.91247755
2/1/2024,B DIVISION,L,1,10085,10911,0.92429656
2/1/2024,B DIVISION,L,2,3570,3928,0.9088595
2/1/2024,B DIVISION,M,1,4745,5130,0.92495126
2/1/2024,B DIVISION,M,2,2227,2286,0.9741907
2/1/2024,B DIVISION,N,1,6705,9424,0.71148133
2/1/2024,B DIVISION,N,2,1217,1944,0.62602884
2/1/2024,B DIVISION,Q,1,5019,6491,0.7732245
2/1/2024,B DIVISION,Q,2,1736,2259,0.7684816
2/1/2024,B DIVISION,R,1,4635,6099,0.75996065
2/1/2024,B DIVISION,R,2,1476,1940,0.76082474
3/1/2024,A DIVISION,1,1,7600,9602,0.79150176
3/1/2024,A DIVISION,1,2,2627,2914,0.90150994
3/1/2024,A DIVISION,2,1,5035,7071,0.7120634
3/1/2024,A DIVISION,2,2,1182,2110,0.56018955
3/1/2024,A DIVISION,3,1,5339,6254,0.85369366
3/1/2024,A DIVISION,3,2,1407,2084,0.67514396
3/1/2024,A DIVISION,4,1,6206,7766,0.79912436
3/1/2024,A DIVISION,4,2,2076,2662,0.7798648
3/1/2024,A DIVISION,5,1,5386,6893,0.7813724
3/1/2024,A DIVISION,5,2,1765,1959,0.90096986
3/1/2024,A DIVISION,6,1,7914,11668,0.67826533
3/1/2024,A DIVISION,6,2,2446,3202,0.76389754
3/1/2024,A DIVISION,7,1,12745,13486,0.9450541
3/1/2024,A DIVISION,7,2,3305,3448,0.9585267
3/1/2024,A DIVISION,GS,1,11517,11526,0.9992192
3/1/2024,A DIVISION,GS,2,3657,3674,0.9953729
3/1/2024,B DIVISION,A,1,5634,7896,0.71352583
3/1/2024,B DIVISION,A,2,2089,2787,0.7495515
3/1/2024,B DIVISION,B,1,2715,4026,0.6743666
3/1/2024,B DIVISION,C,1,3094,4662,0.6636637
3/1/2024,B DIVISION,C,2,953,1560,0.6108974
3/1/2024,B DIVISION,D,1,4073,5767,0.7062597
3/1/2024,B DIVISION,D,2,1593,2142,0.74369746
3/1/2024,B DIVISION,E,1,5870,8402,0.6986432
3/1/2024,B DIVISION,E,2,1995,2370,0.84177214
3/1/2024,B DIVISION,F,1,7480,10470,0.71442217
3/1/2024,B DIVISION,F,2,2494,2996,0.83244324
3/1/2024,B DIVISION,FS,1,4892,4904,0.997553
3/1/2024,B DIVISION,FS,2,2102,2114,0.99432355
3/1/2024,B DIVISION,G,1,5462,6571,0.83122814
3/1/2024,B DIVISION,G,2,2337,2524,0.92591125
3/1/2024,B DIVISION,H,1,3402,3528,0.96428573
3/1/2024,B DIVISION,H,2,1528,1555,0.98263663
3/1/2024,B DIVISION,J,1,4983,5864,0.84976125
3/1/2024,B DIVISION,J,2,2159,2454,0.8797881
3/1/2024,B DIVISION,L,1,10614,11444,0.9274729
3/1/2024,B DIVISION,L,2,3547,3682,0.96333516
3/1/2024,B DIVISION,M,1,5103,5398,0.9453501
3/1/2024,B DIVISION,M,2,2323,2450,0.9481633
3/1/2024,B DIVISION,N,1,7446,9947,0.7485674
3/1/2024,B DIVISION,N,2,2289,2984,0.76709116
3/1/2024,B DIVISION,Q,1,5091,6957,0.73178095
3/1/2024,B DIVISION,Q,2,3046,3370,0.9038576
3/1/2024,B DIVISION,R,1,5213,6401,0.814404
3/1/2024,B DIVISION,R,2,2065,2434,0.8483977
4/1/2024,A DIVISION,1,1,7768,10122,0.7674373
4/1/2024,A DIVISION,1,2,2104,2432,0.86513156
4/1/2024,A DIVISION,2,1,5249,7305,0.71854895
4/1/2024,A DIVISION,2,2,1534,2220,0.690991
4/1/2024,A DIVISION,3,1,5255,6444,0.81548727
4/1/2024,A DIVISION,3,2,961,1254,0.7663477
4/1/2024,A DIVISION,4,1,6630,8165,0.8120024
4/1/2024,A DIVISION,4,2,1687,2136,0.789794
4/1/2024,A DIVISION,5,1,5244,6721,0.780241
4/1/2024,A DIVISION,5,2,1298,1540,0.8428571
4/1/2024,A DIVISION,6,1,9566,12267,0.7798158
4/1/2024,A DIVISION,6,2,1966,2550,0.7709804
4/1/2024,A DIVISION,7,1,12660,14143,0.8951425
4/1/2024,A DIVISION,7,2,3074,3334,0.9220156
4/1/2024,A DIVISION,GS,1,11626,11638,0.9989689
4/1/2024,A DIVISION,GS,2,2979,3004,0.99167776
4/1/2024,B DIVISION,A,1,6286,8288,0.7584459
4/1/2024,B DIVISION,A,2,1900,2388,0.7956449
4/1/2024,B DIVISION,B,1,3065,4312,0.710807
4/1/2024,B DIVISION,C,1,3511,4884,0.718878
4/1/2024,B DIVISION,C,2,734,1248,0.588141
4/1/2024,B DIVISION,D,1,4419,6026,0.73332226
4/1/2024,B DIVISION,D,2,1299,1726,0.75260717
4/1/2024,B DIVISION,E,1,6743,8989,0.75013906
4/1/2024,B DIVISION,E,2,1540,1818,0.8470847
4/1/2024,B DIVISION,F,1,5955,8631,0.6899548
4/1/2024,B DIVISION,F,2,1305,1672,0.7805024
4/1/2024,B DIVISION,FS,1,5094,5192,0.9811248
4/1/2024,B DIVISION,FS,2,1688,1696,0.995283
4/1/2024,B DIVISION,G,1,6170,6992,0.88243705
4/1/2024,B DIVISION,G,2,1891,2068,0.91441005
4/1/2024,B DIVISION,H,1,3590,3696,0.97132033
4/1/2024,B DIVISION,H,2,1235,1252,0.9864217
4/1/2024,B DIVISION,J,1,5121,6139,0.83417493
4/1/2024,B DIVISION,J,2,1626,1948,0.83470225
4/1/2024,B DIVISION,L,1,10632,12027,0.884011
4/1/2024,B DIVISION,L,2,2373,2502,0.94844127
4/1/2024,B DIVISION,M,1,4614,5941,0.77663696
4/1/2024,B DIVISION,M,2,1739,1954,0.8899693
4/1/2024,B DIVISION,N,1,8202,10397,0.7888814
4/1/2024,B DIVISION,N,2,1459,2014,0.724429
4/1/2024,B DIVISION,Q,1,5581,6918,0.80673605
4/1/2024,B DIVISION,Q,2,1612,2012,0.8011928
4/1/2024,B DIVISION,R,1,4853,6660,0.7286787
4/1/2024,B DIVISION,R,2,1396,1864,0.74892706
5/1/2024,A DIVISION,1,1,8358,10341,0.80823904
5/1/2024,A DIVISION,1,2,2423,2740,0.88430655
5/1/2024,A DIVISION,2,1,5574,7181,0.776215
5/1/2024,A DIVISION,2,2,1432,2048,0.69921875
5/1/2024,A DIVISION,3,1,5599,6384,0.87703633
5/1/2024,A DIVISION,3,2,1616,1876,0.8614072
5/1/2024,A DIVISION,4,1,6713,8140,0.82469285
5/1/2024,A DIVISION,4,2,1743,2388,0.7298995
5/1/2024,A DIVISION,5,1,5934,7138,0.8313253
5/1/2024,A DIVISION,5,2,1379,1626,0.8480935
5/1/2024,A DIVISION,6,1,9272,12221,0.75869405
5/1/2024,A DIVISION,6,2,2112,2776,0.7608069
5/1/2024,A DIVISION,7,1,12774,14100,0.90595746
5/1/2024,A DIVISION,7,2,3074,3206,0.9588272
5/1/2024,A DIVISION,GS,1,11493,11508,0.99869657
5/1/2024,A DIVISION,GS,2,3040,3042,0.99934256
5/1/2024,B DIVISION,A,1,6196,8271,0.74912345
5/1/2024,B DIVISION,A,2,2648,3283,0.80657935
5/1/2024,B DIVISION,B,1,3085,4312,0.7154453
5/1/2024,B DIVISION,C,1,3577,4886,0.73209167
5/1/2024,B DIVISION,C,2,940,1398,0.67238915
5/1/2024,B DIVISION,D,1,4234,6032,0.7019231
5/1/2024,B DIVISION,D,2,1427,1944,0.7340535
5/1/2024,B DIVISION,E,1,7298,9015,0.8095397
5/1/2024,B DIVISION,E,2,1634,1884,0.8673036
5/1/2024,B DIVISION,F,1,6533,8632,0.75683504
5/1/2024,B DIVISION,F,2,1424,1878,0.75825346
5/1/2024,B DIVISION,FS,1,5173,5192,0.9963405
5/1/2024,B DIVISION,FS,2,1888,1894,0.9968321
5/1/2024,B DIVISION,G,1,6277,7206,0.8710797
5/1/2024,B DIVISION,G,2,2165,2256,0.9596631
5/1/2024,B DIVISION,H,1,3509,3662,0.9582195
5/1/2024,B DIVISION,H,2,748,772,0.96891195
5/1/2024,B DIVISION,J,1,4897,6140,0.797557
5/1/2024,B DIVISION,J,2,1884,2122,0.88784164
5/1/2024,B DIVISION,L,1,11291,12400,0.91056454
5/1/2024,B DIVISION,L,2,2716,2834,0.95836276
5/1/2024,B DIVISION,M,1,4775,5940,0.80387205
5/1/2024,B DIVISION,M,2,2164,2310,0.93679655
5/1/2024,B DIVISION,N,1,7576,10379,0.72993547
5/1/2024,B DIVISION,N,2,1202,1944,0.6183128
5/1/2024,B DIVISION,Q,1,5787,6928,0.835306
5/1/2024,B DIVISION,Q,2,1994,2328,0.85652924
5/1/2024,B DIVISION,R,1,5014,6642,0.7548931
5/1/2024,B DIVISION,R,2,1665,1940,0.8582474
6/1/2024,A DIVISION,1,1,7536,9237,0.8158493
6/1/2024,A DIVISION,1,2,3346,3610,0.9268698
6/1/2024,A DIVISION,2,1,4777,6552,0.72909033
6/1/2024,A DIVISION,2,2,1547,2457,0.6296296
6/1/2024,A DIVISION,3,1,5203,6028,0.8631387
6/1/2024,A DIVISION,3,2,1671,2114,0.7904447
6/1/2024,A DIVISION,4,1,5972,7404,0.80659103
6/1/2024,A DIVISION,4,2,2128,2670,0.79700375
6/1/2024,A DIVISION,5,1,5101,6468,0.7886518
6/1/2024,A DIVISION,5,2,1241,1510,0.8218543
6/1/2024,A DIVISION,6,1,9023,11383,0.7926733
6/1/2024,A DIVISION,6,2,2453,3370,0.7278932
6/1/2024,A DIVISION,7,1,11627,12820,0.90694225
6/1/2024,A DIVISION,7,2,3771,4060,0.92881775
6/1/2024,A DIVISION,GS,1,10525,10624,0.99068147
6/1/2024,A DIVISION,GS,2,3470,3470,1
6/1/2024,B DIVISION,A,1,5618,7485,0.7505678
6/1/2024,B DIVISION,A,2,1694,2805,0.6039216
6/1/2024,B DIVISION,B,1,2858,3922,0.7287098
6/1/2024,B DIVISION,C,1,3203,4328,0.7400647
6/1/2024,B DIVISION,C,2,869,1560,0.5570513
6/1/2024,B DIVISION,D,1,4168,5482,0.7603065
6/1/2024,B DIVISION,D,2,1388,2160,0.6425926
6/1/2024,B DIVISION,E,1,6652,8200,0.8112195
6/1/2024,B DIVISION,E,2,1710,2100,0.8142857
6/1/2024,B DIVISION,F,1,6470,8276,0.78177863
6/1/2024,B DIVISION,F,2,1419,2098,0.67635846
6/1/2024,B DIVISION,FS,1,4679,4687,0.99829316
6/1/2024,B DIVISION,FS,2,1261,1272,0.9913522
6/1/2024,B DIVISION,G,1,5344,5970,0.8951424
6/1/2024,B DIVISION,G,2,2216,2474,0.8957154
6/1/2024,B DIVISION,H,1,3245,3360,0.9657738
6/1/2024,B DIVISION,H,2,1495,1565,0.95527154
6/1/2024,B DIVISION,J,1,4722,5582,0.8459334
6/1/2024,B DIVISION,J,2,2121,2460,0.86219513
6/1/2024,B DIVISION,L,1,10271,10914,0.94108486
6/1/2024,B DIVISION,L,2,3441,3730,0.9225201
6/1/2024,B DIVISION,M,1,4473,5402,0.82802665
6/1/2024,B DIVISION,M,2,2140,2384,0.897651
6/1/2024,B DIVISION,N,1,7507,9487,0.7912933
6/1/2024,B DIVISION,N,2,1918,2600,0.7376923
6/1/2024,B DIVISION,Q,1,5115,6293,0.81280786
6/1/2024,B DIVISION,Q,2,1913,2552,0.74960816
6/1/2024,B DIVISION,R,1,4795,6035,0.7945319
6/1/2024,B DIVISION,R,2,1686,2078,0.8113571
7/1/2024,A DIVISION,1,1,7828,10152,0.7710796
7/1/2024,A DIVISION,1,2,2528,2706,0.93422025
7/1/2024,A DIVISION,2,1,5447,7269,0.74934655
7/1/2024,A DIVISION,2,2,1302,1972,0.6602434
7/1/2024,A DIVISION,3,1,5513,6549,0.8418079
7/1/2024,A DIVISION,3,2,1298,1662,0.7809868
7/1/2024,A DIVISION,4,1,6813,8146,0.8363614
7/1/2024,A DIVISION,4,2,1748,2416,0.7235099
7/1/2024,A DIVISION,5,1,5973,7110,0.8400844
7/1/2024,A DIVISION,5,2,1827,2012,0.90805167
7/1/2024,A DIVISION,6,1,10071,12444,0.80930567
7/1/2024,A DIVISION,6,2,2565,3086,0.83117306
7/1/2024,A DIVISION,7,1,13144,14118,0.93101007
7/1/2024,A DIVISION,7,2,3397,3529,0.96259564
7/1/2024,A DIVISION,GS,1,11480,11508,0.99756694
7/1/2024,A DIVISION,GS,2,3081,3090,0.99708736
7/1/2024,B DIVISION,A,1,6306,8251,0.764271
7/1/2024,B DIVISION,A,2,1371,2530,0.54189724
7/1/2024,B DIVISION,B,1,2875,4553,0.6314518
7/1/2024,B DIVISION,C,1,3051,4662,0.65444016
7/1/2024,B DIVISION,C,2,664,1410,0.470922
7/1/2024,B DIVISION,D,1,4496,6436,0.69857055
7/1/2024,B DIVISION,D,2,1309,1947,0.6723164
7/1/2024,B DIVISION,E,1,7143,9020,0.7919069
7/1/2024,B DIVISION,E,2,1689,1896,0.89082277
7/1/2024,B DIVISION,F,1,5810,8238,0.70526826
7/1/2024,B DIVISION,F,2,1430,1896,0.7542194
7/1/2024,B DIVISION,FS,1,4912,4929,0.99655104
7/1/2024,B DIVISION,FS,2,1491,1492,0.99932975
7/1/2024,B DIVISION,G,1,5194,5649,0.91945475
7/1/2024,B DIVISION,G,2,1966,2100,0.9361905
7/1/2024,B DIVISION,H,1,3560,3697,0.9629429
7/1/2024,B DIVISION,H,2,1278,1419,0.9006342
7/1/2024,B DIVISION,J,1,4963,6281,0.7901608
7/1/2024,B DIVISION,J,2,2011,2228,0.9026032
7/1/2024,B DIVISION,L,1,10379,11985,0.86599916
7/1/2024,B DIVISION,L,2,3740,3942,0.948757
7/1/2024,B DIVISION,M,1,4672,6130,0.7621533
7/1/2024,B DIVISION,M,2,2233,2290,0.97510916
7/1/2024,B DIVISION,N,1,7690,9908,0.7761405
7/1/2024,B DIVISION,N,2,1472,1944,0.7572017
7/1/2024,B DIVISION,Q,1,5288,6612,0.799758
7/1/2024,B DIVISION,Q,2,2010,2400,0.8375
7/1/2024,B DIVISION,R,1,4820,6317,0.7630204
7/1/2024,B DIVISION,R,2,1589,1864,0.85246783
8/1/2024,A DIVISION,1,1,8380,10152,0.8254531
8/1/2024,A DIVISION,1,2,2615,2934,0.8912747
8/1/2024,A DIVISION,2,1,5378,7537,0.7135465
8/1/2024,A DIVISION,2,2,1687,2430,0.69423866
8/1/2024,A DIVISION,3,1,5244,6172,0.8496435
8/1/2024,A DIVISION,3,2,1323,1781,0.7428411
8/1/2024,A DIVISION,4,1,6906,8146,0.847778
8/1/2024,A DIVISION,4,2,1961,2416,0.8116722
8/1/2024,A DIVISION,5,1,5806,7102,0.8175162
8/1/2024,A DIVISION,5,2,1211,1324,0.9146526
8/1/2024,A DIVISION,6,1,9539,12230,0.7799673
8/1/2024,A DIVISION,6,2,2278,2818,0.80837476
8/1/2024,A DIVISION,7,1,12607,14128,0.89234143
8/1/2024,A DIVISION,7,2,3378,3784,0.89270616
8/1/2024,A DIVISION,GS,1,11108,11402,0.97421503
8/1/2024,A DIVISION,GS,2,3223,3304,0.97548425
8/1/2024,B DIVISION,A,1,6426,8345,0.77004194
8/1/2024,B DIVISION,A,2,1640,2530,0.6482214
8/1/2024,B DIVISION,B,1,2528,4667,0.54167557
8/1/2024,B DIVISION,C,1,3274,4820,0.6792531
8/1/2024,B DIVISION,C,2,737,1410,0.52269506
8/1/2024,B DIVISION,D,1,4702,6633,0.7088798
8/1/2024,B DIVISION,D,2,1351,1944,0.69495887
8/1/2024,B DIVISION,E,1,7160,9020,0.7937916
8/1/2024,B DIVISION,E,2,1665,1896,0.8781645
8/1/2024,B DIVISION,F,1,6391,8633,0.74029887
8/1/2024,B DIVISION,F,2,1431,1888,0.75794494
8/1/2024,B DIVISION,FS,1,5117,5127,0.99804956
8/1/2024,B DIVISION,FS,2,1072,1072,1
