month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
1/1/2020,A DIVISION,1,1,9035,10554,0.8560735
1/1/2020,A DIVISION,1,2,2866,3050,0.9396721
1/1/2020,A DIVISION,2,1,6058,7330,0.82646656
1/1/2020,A DIVISION,2,2,1674,2340,0.7153846
1/1/2020,A DIVISION,3,1,5732,6603,0.8680903
1/1/2020,A DIVISION,3,2,1527,1875,0.8144
1/1/2020,A DIVISION,4,1,6552,8124,0.80649924
1/1/2020,A DIVISION,4,2,1890,2390,0.79079497
1/1/2020,A DIVISION,5,1,6149,7230,0.8504841
1/1/2020,A DIVISION,5,2,1594,1766,0.90260476
1/1/2020,A DIVISION,6,1,10238,12243,0.83623296
1/1/2020,A DIVISION,6,2,2170,2528,0.8583861
1/1/2020,A DIVISION,7,1,13310,14539,0.91546875
1/1/2020,A DIVISION,7,2,3013,3212,0.93804485
1/1/2020,A DIVISION,GS,1,11823,11968,0.98788434
1/1/2020,A DIVISION,GS,2,2746,2755,0.9967332
1/1/2020,B DIVISION,A,1,6010,8254,0.72813183
1/1/2020,B DIVISION,A,2,2221,2724,0.8153451
1/1/2020,B DIVISION,B,1,3083,4312,0.71498144
1/1/2020,B DIVISION,C,1,3424,4400,0.7781818
1/1/2020,B DIVISION,C,2,1042,1398,0.7453505
1/1/2020,B DIVISION,D,1,4268,6028,0.7080292
1/1/2020,B DIVISION,D,2,1683,2074,0.8114754
1/1/2020,B DIVISION,E,1,7165,8898,0.8052371
1/1/2020,B DIVISION,E,2,1690,1884,0.8970276
1/1/2020,B DIVISION,F,1,6656,9179,0.7251335
1/1/2020,B DIVISION,F,2,1448,1874,0.77267873
1/1/2020,B DIVISION,FS,1,5183,5192,0.9982666
1/1/2020,B DIVISION,FS,2,1889,1894,0.9973601
1/1/2020,B DIVISION,G,1,4980,6380,0.78056425
1/1/2020,B DIVISION,G,2,1854,2318,0.79982746
1/1/2020,B DIVISION,H,1,3596,3696,0.9729437
1/1/2020,B DIVISION,H,2,1360,1395,0.9749104
1/1/2020,B DIVISION,J,1,5098,6133,0.83124083
1/1/2020,B DIVISION,J,2,1674,2004,0.83532935
1/1/2020,B DIVISION,L,1,10077,10783,0.93452656
1/1/2020,B DIVISION,L,2,2726,2816,0.96803975
1/1/2020,B DIVISION,M,1,4949,6160,0.8034091
1/1/2020,B DIVISION,M,2,2168,2424,0.89438945
1/1/2020,B DIVISION,N,1,6673,9843,0.6779437
1/1/2020,B DIVISION,N,2,1394,2027,0.6877158
1/1/2020,B DIVISION,Q,1,5854,6910,0.847178
1/1/2020,B DIVISION,Q,2,1765,2222,0.7943294
1/1/2020,B DIVISION,R,1,4727,6204,0.7619278
1/1/2020,B DIVISION,R,2,1662,1940,0.856701
2/1/2020,A DIVISION,1,1,8119,9309,0.8721667
2/1/2020,A DIVISION,1,2,4421,4668,0.9470866
2/1/2020,A DIVISION,2,1,5010,6156,0.81384015
2/1/2020,A DIVISION,2,2,1847,2648,0.69750756
2/1/2020,A DIVISION,3,1,5001,5746,0.8703446
2/1/2020,A DIVISION,3,2,1710,2097,0.81545067
2/1/2020,A DIVISION,4,1,5522,7026,0.78593796
2/1/2020,A DIVISION,4,2,2136,2700,0.7911111
2/1/2020,A DIVISION,5,1,5071,6199,0.8180352
2/1/2020,A DIVISION,5,2,1678,1901,0.8826933
2/1/2020,A DIVISION,6,1,8428,10585,0.7962211
2/1/2020,A DIVISION,6,2,2555,2860,0.8933566
2/1/2020,A DIVISION,7,1,11532,12376,0.93180346
2/1/2020,A DIVISION,7,2,3556,3740,0.95080215
2/1/2020,A DIVISION,GS,1,9584,9664,0.99172187
2/1/2020,A DIVISION,GS,2,2768,2782,0.99496764
2/1/2020,B DIVISION,A,1,5300,7135,0.7428171
2/1/2020,B DIVISION,A,2,2488,3021,0.82356834
2/1/2020,B DIVISION,B,1,2629,3724,0.70596135
2/1/2020,B DIVISION,C,1,3010,3800,0.79210526
2/1/2020,B DIVISION,C,2,1308,1572,0.83206105
2/1/2020,B DIVISION,D,1,3686,5206,0.7080292
2/1/2020,B DIVISION,D,2,1976,2260,0.8743363
2/1/2020,B DIVISION,E,1,6237,7788,0.8008475
2/1/2020,B DIVISION,E,2,1911,2110,0.9056872
2/1/2020,B DIVISION,F,1,5402,7443,0.72578263
2/1/2020,B DIVISION,F,2,1725,2104,0.8198669
2/1/2020,B DIVISION,FS,1,4470,4484,0.9968778
2/1/2020,B DIVISION,FS,2,2121,2148,0.98743016
2/1/2020,B DIVISION,G,1,4258,5509,0.77291703
2/1/2020,B DIVISION,G,2,2190,2642,0.8289175
2/1/2020,B DIVISION,H,1,3146,3195,0.98466355
2/1/2020,B DIVISION,H,2,1302,1326,0.98190045
2/1/2020,B DIVISION,J,1,4452,5296,0.84063447
2/1/2020,B DIVISION,J,2,1956,2264,0.8639576
2/1/2020,B DIVISION,L,1,8599,9395,0.9152741
2/1/2020,B DIVISION,L,2,2901,3034,0.95616347
2/1/2020,B DIVISION,M,1,4440,5301,0.8375778
2/1/2020,B DIVISION,M,2,2533,2790,0.9078853
2/1/2020,B DIVISION,N,1,5520,8683,0.63572496
2/1/2020,B DIVISION,N,2,1366,2202,0.6203451
2/1/2020,B DIVISION,Q,1,5046,6289,0.8023533
2/1/2020,B DIVISION,Q,2,2192,2452,0.8939641
2/1/2020,B DIVISION,R,1,4209,5343,0.78775966
2/1/2020,B DIVISION,R,2,1913,2160,0.88564813
3/1/2020,A DIVISION,1,1,6403,6952,0.9210299
3/1/2020,A DIVISION,1,2,2111,2227,0.947912
3/1/2020,A DIVISION,2,1,4121,4864,0.84724504
3/1/2020,A DIVISION,2,2,1123,1508,0.74469495
3/1/2020,A DIVISION,3,1,4143,4500,0.9206667
3/1/2020,A DIVISION,3,2,1233,1452,0.84917355
3/1/2020,A DIVISION,4,1,4709,5470,0.8608775
3/1/2020,A DIVISION,4,2,1431,1842,0.776873
3/1/2020,A DIVISION,5,1,4132,4761,0.8678849
3/1/2020,A DIVISION,5,2,1812,1922,0.942768
3/1/2020,A DIVISION,6,1,7286,8380,0.86945105
3/1/2020,A DIVISION,6,2,1701,1948,0.8732033
3/1/2020,A DIVISION,7,1,9094,9775,0.9303325
3/1/2020,A DIVISION,7,2,2218,2514,0.88225937
3/1/2020,A DIVISION,GS,1,7690,7740,0.99354005
3/1/2020,A DIVISION,GS,2,2344,2360,0.9932203
3/1/2020,B DIVISION,A,1,4288,5662,0.7573296
3/1/2020,B DIVISION,A,2,1767,2428,0.7277595
3/1/2020,B DIVISION,B,1,2361,2940,0.80306125
3/1/2020,B DIVISION,C,1,2431,3000,0.8103333
3/1/2020,B DIVISION,C,2,548,774,0.7080103
3/1/2020,B DIVISION,D,1,3171,4110,0.77153283
3/1/2020,B DIVISION,D,2,1313,1537,0.8542616
3/1/2020,B DIVISION,E,1,5239,6154,0.8513162
3/1/2020,B DIVISION,E,2,1352,1466,0.9222374
3/1/2020,B DIVISION,F,1,4656,5875,0.7925106
3/1/2020,B DIVISION,F,2,1205,1451,0.83046174
3/1/2020,B DIVISION,FS,1,3518,3540,0.9937853
3/1/2020,B DIVISION,FS,2,1462,1470,0.9945578
3/1/2020,B DIVISION,G,1,3476,4350,0.79908043
3/1/2020,B DIVISION,G,2,1571,1785,0.88011205
3/1/2020,B DIVISION,H,1,2461,2520,0.9765873
3/1/2020,B DIVISION,H,2,1059,1075,0.9851163
3/1/2020,B DIVISION,J,1,3639,4184,0.86974186
3/1/2020,B DIVISION,J,2,1320,1550,0.8516129
3/1/2020,B DIVISION,L,1,6895,7554,0.91276145
3/1/2020,B DIVISION,L,2,1817,1828,0.9939825
3/1/2020,B DIVISION,M,1,3866,4387,0.88124
3/1/2020,B DIVISION,M,2,1617,1913,0.8452692
3/1/2020,B DIVISION,N,1,4867,6900,0.7053623
3/1/2020,B DIVISION,N,2,1128,1560,0.72307694
3/1/2020,B DIVISION,Q,1,3942,4728,0.8337563
3/1/2020,B DIVISION,Q,2,2030,2312,0.8780277
3/1/2020,B DIVISION,R,1,3523,4230,0.8328605
3/1/2020,B DIVISION,R,2,1416,1504,0.94148934
4/1/2020,A DIVISION,1,1,3851,4030,0.95558316
4/1/2020,A DIVISION,1,2,1024,1168,0.8767123
4/1/2020,A DIVISION,2,1,3236,3729,0.86779296
4/1/2020,A DIVISION,2,2,541,1048,0.51622134
4/1/2020,A DIVISION,3,1,2534,2756,0.9194485
4/1/2020,A DIVISION,3,2,452,652,0.69325155
4/1/2020,A DIVISION,4,1,3643,3930,0.92697203
4/1/2020,A DIVISION,4,2,849,1068,0.7949438
4/1/2020,A DIVISION,5,1,2507,2769,0.905381
4/1/2020,A DIVISION,5,2,700,836,0.83732057
4/1/2020,A DIVISION,6,1,3603,3926,0.91772795
4/1/2020,A DIVISION,6,2,804,1128,0.71276593
4/1/2020,A DIVISION,7,1,3486,4196,0.83079123
4/1/2020,A DIVISION,7,2,1050,1628,0.64496315
4/1/2020,B DIVISION,A,1,2295,2602,0.88201386
4/1/2020,B DIVISION,D,1,2842,3146,0.90336937
4/1/2020,B DIVISION,D,2,720,924,0.77922076
4/1/2020,B DIVISION,E,1,2504,2808,0.8917379
4/1/2020,B DIVISION,E,2,667,840,0.7940476
4/1/2020,B DIVISION,F,1,2486,2808,0.88532764
4/1/2020,B DIVISION,F,2,632,836,0.75598085
4/1/2020,B DIVISION,FS,1,3053,3068,0.9951108
4/1/2020,B DIVISION,FS,2,846,848,0.9976415
4/1/2020,B DIVISION,G,1,2455,3440,0.7136628
4/1/2020,B DIVISION,G,2,816,1023,0.797654
4/1/2020,B DIVISION,H,1,1800,1820,0.989011
4/1/2020,B DIVISION,H,2,623,626,0.99520767
4/1/2020,B DIVISION,J,1,2375,3068,0.77412
4/1/2020,B DIVISION,J,2,673,896,0.7511161
4/1/2020,B DIVISION,L,1,3131,3263,0.95954645
4/1/2020,B DIVISION,L,2,569,576,0.9878472
4/1/2020,B DIVISION,M,1,2359,2916,0.80898494
4/1/2020,B DIVISION,M,2,641,1110,0.57747746
4/1/2020,B DIVISION,N,1,2245,3198,0.7020013
4/1/2020,B DIVISION,N,2,485,944,0.5137712
4/1/2020,B DIVISION,Q,1,2834,3276,0.86507934
4/1/2020,B DIVISION,Q,2,808,1088,0.74264705
4/1/2020,B DIVISION,R,1,2374,2808,0.8454416
4/1/2020,B DIVISION,R,2,715,864,0.8275463
5/1/2020,A DIVISION,1,1,6027,6200,0.9720968
5/1/2020,A DIVISION,1,2,3068,3194,0.960551
5/1/2020,A DIVISION,2,1,5997,6480,0.92546296
5/1/2020,A DIVISION,2,2,2316,2866,0.8080949
5/1/2020,A DIVISION,3,1,5369,5732,0.9366713
5/1/2020,A DIVISION,3,2,1626,1814,0.89636165
5/1/2020,A DIVISION,4,1,6980,7400,0.94324327
5/1/2020,A DIVISION,4,2,2584,2922,0.8843258
5/1/2020,A DIVISION,5,1,3833,4266,0.8984998
5/1/2020,A DIVISION,5,2,2186,2305,0.9483731
5/1/2020,A DIVISION,6,1,5893,6300,0.93539685
5/1/2020,A DIVISION,6,2,2912,3082,0.944841
5/1/2020,A DIVISION,7,1,6578,6669,0.98635477
5/1/2020,A DIVISION,7,2,4022,4236,0.94948065
5/1/2020,B DIVISION,A,1,5317,5718,0.9298706
5/1/2020,B DIVISION,A,2,2856,3086,0.9254699
5/1/2020,B DIVISION,C,1,3075,3244,0.9479038
5/1/2020,B DIVISION,C,2,1569,1710,0.9175439
5/1/2020,B DIVISION,D,1,4683,4984,0.9396067
5/1/2020,B DIVISION,D,2,2370,2532,0.93601894
5/1/2020,B DIVISION,E,1,4185,4320,0.96875
5/1/2020,B DIVISION,E,2,2222,2304,0.9644097
5/1/2020,B DIVISION,F,1,4022,4319,0.93123406
5/1/2020,B DIVISION,F,2,2123,2292,0.9262653
5/1/2020,B DIVISION,FS,1,4694,4720,0.9944915
5/1/2020,B DIVISION,FS,2,2301,2318,0.99266607
5/1/2020,B DIVISION,G,1,4123,4280,0.96331775
5/1/2020,B DIVISION,G,2,2366,2537,0.9325976
5/1/2020,B DIVISION,H,1,2752,2798,0.98355967
5/1/2020,B DIVISION,H,2,1614,1643,0.98234934
5/1/2020,B DIVISION,J,1,4539,4720,0.9616525
5/1/2020,B DIVISION,J,2,2371,2452,0.96696573
5/1/2020,B DIVISION,L,1,5247,5308,0.9885079
5/1/2020,B DIVISION,L,2,4943,5166,0.9568331
5/1/2020,B DIVISION,M,1,4305,4400,0.9784091
5/1/2020,B DIVISION,M,2,2482,2516,0.9864865
5/1/2020,B DIVISION,N,1,4526,5064,0.89375985
5/1/2020,B DIVISION,N,2,2001,2586,0.7737819
5/1/2020,B DIVISION,Q,1,6047,6300,0.95984125
5/1/2020,B DIVISION,Q,2,2765,2984,0.92660856
5/1/2020,B DIVISION,R,1,4109,4324,0.9502775
5/1/2020,B DIVISION,R,2,2234,2376,0.9402357
6/1/2020,A DIVISION,1,1,9645,9982,0.9662392
6/1/2020,A DIVISION,1,2,2233,2336,0.9559075
6/1/2020,A DIVISION,2,1,6428,7120,0.90280896
6/1/2020,A DIVISION,2,2,1696,2092,0.81070745
6/1/2020,A DIVISION,3,1,6087,6512,0.9347359
6/1/2020,A DIVISION,3,2,1162,1304,0.8911043
6/1/2020,A DIVISION,4,1,7410,8140,0.9103194
6/1/2020,A DIVISION,4,2,1728,2136,0.80898875
6/1/2020,A DIVISION,5,1,5936,6626,0.8958648
6/1/2020,A DIVISION,5,2,1501,1556,0.96465296
6/1/2020,A DIVISION,6,1,10968,11715,0.9362356
6/1/2020,A DIVISION,6,2,2130,2256,0.94414896
6/1/2020,A DIVISION,7,1,12821,13568,0.94494396
6/1/2020,A DIVISION,7,2,2863,3054,0.93745905
6/1/2020,B DIVISION,A,1,6740,7538,0.89413637
6/1/2020,B DIVISION,A,2,2131,2249,0.94753224
6/1/2020,B DIVISION,B,1,2847,3332,0.85444176
6/1/2020,B DIVISION,C,1,3251,3553,0.9150014
6/1/2020,B DIVISION,C,2,1176,1248,0.9423077
6/1/2020,B DIVISION,D,1,5480,6108,0.897184
6/1/2020,B DIVISION,D,2,1728,1848,0.9350649
6/1/2020,B DIVISION,E,1,7899,8402,0.9401333
6/1/2020,B DIVISION,E,2,1517,1680,0.9029762
6/1/2020,B DIVISION,F,1,5960,6644,0.89704996
6/1/2020,B DIVISION,F,2,1444,1672,0.8636364
6/1/2020,B DIVISION,FS,1,5162,5192,0.99422187
6/1/2020,B DIVISION,FS,2,1695,1696,0.9994104
6/1/2020,B DIVISION,G,1,5635,5970,0.9438861
6/1/2020,B DIVISION,G,2,1708,1852,0.9222462
6/1/2020,B DIVISION,H,1,3409,3471,0.98213774
6/1/2020,B DIVISION,H,2,1178,1185,0.9940928
6/1/2020,B DIVISION,J,1,5683,5921,0.95980406
6/1/2020,B DIVISION,J,2,1437,1604,0.8958853
6/1/2020,B DIVISION,L,1,6908,7114,0.971043
6/1/2020,B DIVISION,L,2,3401,3626,0.93794817
6/1/2020,B DIVISION,M,1,5562,5888,0.9446331
6/1/2020,B DIVISION,M,2,1798,1820,0.98791206
6/1/2020,B DIVISION,N,1,7713,9324,0.8272201
6/1/2020,B DIVISION,N,2,1326,1836,0.7222222
6/1/2020,B DIVISION,Q,1,6391,6929,0.9223553
6/1/2020,B DIVISION,Q,2,1877,2176,0.8625919
6/1/2020,B DIVISION,R,1,5540,6159,0.8994967
6/1/2020,B DIVISION,R,2,1463,1728,0.8466435
7/1/2020,A DIVISION,1,1,9469,10104,0.9371536
7/1/2020,A DIVISION,1,2,2261,2336,0.96789384
7/1/2020,A DIVISION,2,1,6020,7093,0.84872407
7/1/2020,A DIVISION,2,2,1867,2370,0.7877637
7/1/2020,A DIVISION,3,1,5857,6454,0.90749925
7/1/2020,A DIVISION,3,2,1447,1702,0.8501763
7/1/2020,A DIVISION,4,1,7260,8140,0.8918919
7/1/2020,A DIVISION,4,2,1837,2418,0.7597188
7/1/2020,A DIVISION,5,1,6257,7146,0.87559474
7/1/2020,A DIVISION,5,2,740,798,0.9273183
7/1/2020,A DIVISION,6,1,11156,12244,0.91114014
7/1/2020,A DIVISION,6,2,2314,2558,0.90461296
7/1/2020,A DIVISION,7,1,13587,14388,0.9443286
7/1/2020,A DIVISION,7,2,2806,2900,0.9675862
7/1/2020,B DIVISION,A,1,7024,8250,0.85139394
7/1/2020,B DIVISION,A,2,2194,2532,0.86650866
7/1/2020,B DIVISION,B,1,3503,4312,0.81238407
7/1/2020,B DIVISION,C,1,3154,3559,0.886204
7/1/2020,B DIVISION,C,2,1150,1410,0.81560284
7/1/2020,B DIVISION,D,1,5091,6028,0.8445587
7/1/2020,B DIVISION,D,2,1897,2088,0.90852493
7/1/2020,B DIVISION,E,1,8187,9020,0.9076497
7/1/2020,B DIVISION,E,2,1681,1896,0.88660336
7/1/2020,B DIVISION,F,1,5761,6732,0.8557635
7/1/2020,B DIVISION,F,2,1651,1886,0.8753977
7/1/2020,B DIVISION,FS,1,5169,5192,0.9955701
7/1/2020,B DIVISION,FS,2,1922,1922,1
7/1/2020,B DIVISION,G,1,5622,6160,0.9126623
7/1/2020,B DIVISION,G,2,1918,2094,0.91595036
7/1/2020,B DIVISION,H,1,3589,3696,0.9710498
7/1/2020,B DIVISION,H,2,1358,1420,0.95633805
7/1/2020,B DIVISION,J,1,5779,6142,0.9408987
7/1/2020,B DIVISION,J,2,1965,2028,0.9689349
7/1/2020,B DIVISION,L,1,11322,11932,0.948877
7/1/2020,B DIVISION,L,2,4096,4272,0.9588015
7/1/2020,B DIVISION,M,1,5467,5940,0.9203704
7/1/2020,B DIVISION,M,2,1992,2060,0.9669903
7/1/2020,B DIVISION,N,1,8109,10422,0.7780656
7/1/2020,B DIVISION,N,2,1372,2030,0.6758621
7/1/2020,B DIVISION,Q,1,5946,6929,0.8581325
7/1/2020,B DIVISION,Q,2,2058,2400,0.8575
7/1/2020,B DIVISION,R,1,5150,5962,0.8638041
7/1/2020,B DIVISION,R,2,1797,1944,0.9243827
8/1/2020,A DIVISION,1,1,9094,9690,0.9384933
8/1/2020,A DIVISION,1,2,2825,2920,0.96746576
8/1/2020,A DIVISION,2,1,5515,6800,0.81102943
8/1/2020,A DIVISION,2,2,1880,2485,0.7565392
8/1/2020,A DIVISION,3,1,5340,6352,0.8406801
8/1/2020,A DIVISION,3,2,1753,2090,0.83875597
8/1/2020,A DIVISION,4,1,6454,7697,0.8385085
8/1/2020,A DIVISION,4,2,2009,2556,0.78599375
8/1/2020,A DIVISION,5,1,5642,6777,0.83252174
8/1/2020,A DIVISION,5,2,1984,2106,0.94207025
8/1/2020,A DIVISION,6,1,10121,11453,0.8836986
8/1/2020,A DIVISION,6,2,2237,2580,0.8670543
8/1/2020,A DIVISION,7,1,12283,13710,0.8959154
8/1/2020,A DIVISION,7,2,3380,3464,0.97575057
8/1/2020,A DIVISION,GS,1,8066,8128,0.99237204
8/1/2020,A DIVISION,GS,2,2046,2061,0.992722
8/1/2020,B DIVISION,A,1,6510,7875,0.82666665
8/1/2020,B DIVISION,A,2,2287,2773,0.82473856
8/1/2020,B DIVISION,B,1,3362,4116,0.81681246
8/1/2020,B DIVISION,C,1,3014,3382,0.8911886
8/1/2020,B DIVISION,C,2,1273,1560,0.8160256
8/1/2020,B DIVISION,D,1,4890,5754,0.84984356
8/1/2020,B DIVISION,D,2,2131,2226,0.95732254
8/1/2020,B DIVISION,E,1,7892,8610,0.9166086
8/1/2020,B DIVISION,E,2,1893,2100,0.9014286
8/1/2020,B DIVISION,F,1,5604,6577,0.8520602
8/1/2020,B DIVISION,F,2,1746,2090,0.8354067
8/1/2020,B DIVISION,FS,1,4911,4956,0.9909201
8/1/2020,B DIVISION,FS,2,2109,2120,0.9948113
8/1/2020,B DIVISION,G,1,5600,6044,0.9265387
8/1/2020,B DIVISION,G,2,1952,2146,0.90959924
8/1/2020,B DIVISION,H,1,3373,3528,0.9560658
8/1/2020,B DIVISION,H,2,1489,1565,0.9514377
8/1/2020,B DIVISION,J,1,5363,5859,0.91534394
8/1/2020,B DIVISION,J,2,2065,2240,0.921875
8/1/2020,B DIVISION,L,1,10759,11357,0.94734526
8/1/2020,B DIVISION,L,2,4506,4604,0.97871417
8/1/2020,B DIVISION,M,1,5280,5670,0.93121696
8/1/2020,B DIVISION,M,2,2254,2292,0.9834206
8/1/2020,B DIVISION,N,1,7827,9670,0.8094106
8/1/2020,B DIVISION,N,2,1797,2316,0.77590674
8/1/2020,B DIVISION,Q,1,5910,6847,0.8631517
8/1/2020,B DIVISION,Q,2,2318,2634,0.8800304
8/1/2020,B DIVISION,R,1,5354,5943,0.9008918
8/1/2020,B DIVISION,R,2,2017,2160,0.9337963
9/1/2020,A DIVISION,1,1,8939,9625,0.92872727
9/1/2020,A DIVISION,1,2,2465,2610,0.9444444
9/1/2020,A DIVISION,2,1,5559,6785,0.81930727
9/1/2020,A DIVISION,2,2,1368,2042,0.6699314
9/1/2020,A DIVISION,3,1,5682,6222,0.91321117
9/1/2020,A DIVISION,3,2,1350,1876,0.71961623
9/1/2020,A DIVISION,4,1,6932,7821,0.8863317
9/1/2020,A DIVISION,4,2,2037,2388,0.85301507
9/1/2020,A DIVISION,5,1,6079,6856,0.8866686
9/1/2020,A DIVISION,5,2,1892,2010,0.94129354
9/1/2020,A DIVISION,6,1,10423,11628,0.8963708
9/1/2020,A DIVISION,6,2,2302,2518,0.91421765
9/1/2020,A DIVISION,7,1,13036,13577,0.9601532
9/1/2020,A DIVISION,7,2,3098,3210,0.96510905
9/1/2020,A DIVISION,GS,1,10590,10668,0.9926884
9/1/2020,A DIVISION,GS,2,3042,3042,1
9/1/2020,B DIVISION,A,1,6615,7927,0.8344897
9/1/2020,B DIVISION,A,2,1987,2519,0.78880507
9/1/2020,B DIVISION,B,1,3475,4110,0.8454988
9/1/2020,B DIVISION,C,1,3069,3406,0.90105695
9/1/2020,B DIVISION,C,2,1132,1398,0.8097282
9/1/2020,B DIVISION,D,1,4812,5754,0.8362878
9/1/2020,B DIVISION,D,2,1612,1886,0.854719
9/1/2020,B DIVISION,E,1,7247,8504,0.8521872
9/1/2020,B DIVISION,E,2,1633,1916,0.8522965
9/1/2020,B DIVISION,F,1,5050,6420,0.78660434
9/1/2020,B DIVISION,F,2,1462,1877,0.77890253
9/1/2020,B DIVISION,FS,1,4954,4956,0.9995965
9/1/2020,B DIVISION,FS,2,1879,1894,0.9920803
9/1/2020,B DIVISION,G,1,5268,5880,0.89591837
9/1/2020,B DIVISION,G,2,1607,1904,0.8440126
9/1/2020,B DIVISION,H,1,3451,3528,0.9781746
9/1/2020,B DIVISION,H,2,1370,1398,0.9799714
9/1/2020,B DIVISION,J,1,5479,5857,0.9354618
9/1/2020,B DIVISION,J,2,1888,2004,0.9421158
9/1/2020,B DIVISION,L,1,10548,11466,0.9199372
9/1/2020,B DIVISION,L,2,2761,2898,0.952726
9/1/2020,B DIVISION,M,1,5314,5668,0.9375441
9/1/2020,B DIVISION,M,2,2028,2048,0.9902344
9/1/2020,B DIVISION,N,1,7631,9667,0.7893866
9/1/2020,B DIVISION,N,2,1599,2062,0.7754607
9/1/2020,B DIVISION,Q,1,5931,6648,0.892148
9/1/2020,B DIVISION,Q,2,2443,2688,0.9088542
9/1/2020,B DIVISION,R,1,5192,5907,0.87895715
9/1/2020,B DIVISION,R,2,1690,1940,0.87113404
10/1/2020,A DIVISION,1,1,9256,10064,0.91971385
10/1/2020,A DIVISION,1,2,2224,2372,0.9376054
10/1/2020,A DIVISION,2,1,6044,7128,0.8479237
10/1/2020,A DIVISION,2,2,1480,1920,0.7708333
10/1/2020,A DIVISION,3,1,6008,6551,0.9171119
10/1/2020,A DIVISION,3,2,1425,1886,0.7555673
10/1/2020,A DIVISION,4,1,7427,8207,0.9049592
10/1/2020,A DIVISION,4,2,2624,3166,0.82880604
10/1/2020,A DIVISION,5,1,6458,7186,0.8986919
10/1/2020,A DIVISION,5,2,2006,2026,0.99012834
10/1/2020,A DIVISION,6,1,11376,12240,0.92941177
10/1/2020,A DIVISION,6,2,2095,2390,0.87656903
10/1/2020,A DIVISION,7,1,13703,14141,0.9690262
10/1/2020,A DIVISION,7,2,2973,3122,0.9522742
10/1/2020,A DIVISION,GS,1,11150,11176,0.9976736
10/1/2020,A DIVISION,GS,2,3082,3096,0.99547803
10/1/2020,B DIVISION,A,1,6696,8305,0.8062613
10/1/2020,B DIVISION,A,2,2138,2530,0.8450593
10/1/2020,B DIVISION,B,1,3752,4297,0.87316734
10/1/2020,B DIVISION,C,1,3176,3565,0.89088356
10/1/2020,B DIVISION,C,2,1149,1410,0.8148936
10/1/2020,B DIVISION,D,1,4993,6141,0.81305975
10/1/2020,B DIVISION,D,2,3120,3310,0.94259816
10/1/2020,B DIVISION,E,1,7032,8711,0.8072552
10/1/2020,B DIVISION,E,2,1550,1938,0.7997936
10/1/2020,B DIVISION,F,1,5429,6756,0.803582
10/1/2020,B DIVISION,F,2,1604,1888,0.8495763
10/1/2020,B DIVISION,FS,1,5186,5192,0.9988444
10/1/2020,B DIVISION,FS,2,1922,1922,1
10/1/2020,B DIVISION,G,1,5797,6319,0.917392
10/1/2020,B DIVISION,G,2,1923,2094,0.9183381
10/1/2020,B DIVISION,H,1,3628,3696,0.9816017
10/1/2020,B DIVISION,H,2,1405,1419,0.9901339
10/1/2020,B DIVISION,J,1,5693,6138,0.92750084
10/1/2020,B DIVISION,J,2,1869,2028,0.92159766
10/1/2020,B DIVISION,L,1,11367,12012,0.9463037
10/1/2020,B DIVISION,L,2,4005,4090,0.9792176
10/1/2020,B DIVISION,M,1,5562,5940,0.93636364
10/1/2020,B DIVISION,M,2,2067,2084,0.9918426
10/1/2020,B DIVISION,N,1,8302,10132,0.81938416
10/1/2020,B DIVISION,N,2,2452,3034,0.808174
10/1/2020,B DIVISION,Q,1,6373,6930,0.9196248
10/1/2020,B DIVISION,Q,2,2155,2430,0.8868313
10/1/2020,B DIVISION,R,1,5544,6197,0.89462644
10/1/2020,B DIVISION,R,2,2487,2772,0.89718616
11/1/2020,A DIVISION,1,1,7626,8316,0.9170274
11/1/2020,A DIVISION,1,2,2627,2856,0.9198179
11/1/2020,A DIVISION,2,1,5332,6452,0.8264104
11/1/2020,A DIVISION,2,2,1306,2130,0.61314553
11/1/2020,A DIVISION,3,1,5378,5963,0.90189505
11/1/2020,A DIVISION,3,2,1544,2055,0.7513382
11/1/2020,A DIVISION,4,1,6726,7420,0.906469
11/1/2020,A DIVISION,4,2,2274,2830,0.80353355
11/1/2020,A DIVISION,5,1,5817,6571,0.88525337
11/1/2020,A DIVISION,5,2,953,1186,0.8035413
11/1/2020,A DIVISION,6,1,9968,11167,0.8926301
11/1/2020,A DIVISION,6,2,3194,3630,0.8798898
11/1/2020,A DIVISION,7,1,12342,12875,0.95860195
11/1/2020,A DIVISION,7,2,3397,3682,0.9225964
11/1/2020,A DIVISION,GS,1,10126,10160,0.99665356
11/1/2020,A DIVISION,GS,2,3353,3356,0.99910605
11/1/2020,B DIVISION,A,1,6185,7493,0.82543707
11/1/2020,B DIVISION,A,2,2303,2800,0.8225
11/1/2020,B DIVISION,B,1,3400,3920,0.86734694
11/1/2020,B DIVISION,C,1,2811,3086,0.9108879
11/1/2020,B DIVISION,C,2,1349,1548,0.871447
11/1/2020,B DIVISION,D,1,4494,5473,0.8211219
11/1/2020,B DIVISION,D,2,1705,2144,0.79524255
11/1/2020,B DIVISION,E,1,6293,7138,0.8816195
11/1/2020,B DIVISION,E,2,1925,2134,0.9020619
11/1/2020,B DIVISION,F,1,5205,6189,0.84100825
11/1/2020,B DIVISION,F,2,1819,2053,0.8860205
11/1/2020,B DIVISION,FS,1,4698,4720,0.995339
11/1/2020,B DIVISION,FS,2,2082,2098,0.9923737
