ETCID,mode,railroute,routerun,routeblock,triptime,tripday,daytype,raffle,recommend,workshard,defendmetro,goodvalue,satisfaction,frequency,duration ,ontime,connections,accurateinfo,vehseating,stopclean,busshade,vehroom,vehcomfort,vehclean,homelessness,raceharass,sexharrass,crimesafe,grafitti,enforcement,courtesy,buswifi,delayinfo,payeasy,infoplan,stoplighting,escalator1,elevator1,celltrain,traininfo,escalator2,escalator2,carpark,bikepark,topbus1,topbus2,topbus3,toprail1,toprail2,toprail3,caracc,rideoften,yearsriding,smartphone,paytype,faretype,age,fareother,discount,whatdiscount,latinx,black,white,asianpac,natam,another,anotherwhat,hhsize,english,spanish,chinese,tagalog,korean,armenian,anotherlang,whichlang,engskill,income,gender,whatgender,disabilities,lowvision,blind,deafhard,wheelchair,nowheelchair,mentalcog,disabother,whatdisab,lang_count,LowVision_num,Blindness_num,DeafHoH_num,Mobility_num,MobilityNoChair_num,MentalCognitive_num,OtherDisability_num,MultipleDisabilities,Disability_num,Gender_bis,WeightFactor
108955,B,33,33-4,33-025,2,3,1,2,3,3,4,3,3,3,3,3,0,4,3,0,0,3,3,1,0,4,4,4,3,4,4,0,3,0,3,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,2,3,9,4,,2,#NULL!,Y,,,,,,,2,,Y,,,,,,,9,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
108957,B,33,33-4,33-025,2,3,1,1,3,3,2,3,3,4,3,4,4,4,3,2,4,4,3,2,1,2,4,4,4,4,4,1,4,4,4,4,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,11,12,1,#NULL!,#NULL!,#NULL!,2,4,2,1,1,4,3,,2,#NULL!,,Y,,,,,,4,Y,,,,,,,,1,4,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,104
108963,B,33,33-4,33-025,2,3,1,1,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,4,1,1,5,4,3 month pass,1,3,,,,Y,,,,2,Y,,,,Y,,,,1,2,1,,1,,,,,,Y,,,1,0,0,0,0,0,1,0,1,6,1.00,104
108964,B,33,33-4,33-025,2,3,1,1,5,3,9,3,3,3,4,4,4,5,4,3,3,4,4,4,4,5,5,1,4,3,2,5,3,2,4,1,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,3,4,2,,2,#NULL!,Y,,,,,,,2,Y,Y,,,,,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
108966,B,33,33-4,33-025,2,3,1,1,5,1,4,1,1,1,5,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,4,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,11,12,#NULL!,#NULL!,#NULL!,1,4,4,1,1,1,3,,1,2,Y,,,,,,,4,,Y,,,,,,,1,3,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
108967,B,33,33-4,33-025,2,3,1,1,4,3,2,5,4,5,4,5,5,5,3,2,2,1,3,2,1,5,5,5,3,2,4,2,1,4,4,2,5,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,12,18,11,#NULL!,#NULL!,#NULL!,1,5,4,1,1,5,3,Disability,1,4,,Y,Y,Y,Y,,,2,Y,,,,,,,,1,2,1,,1,,,,,Y,Y,,,0,0,0,0,0,1,1,0,2,8,1.00,104
108969,B,33,33-4,33-025,2,3,1,1,3,3,1,5,3,4,2,1,3,1,3,5,5,5,4,5,4,3,4,4,5,5,3,0,2,5,0,5,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,3,24,#NULL!,#NULL!,#NULL!,2,5,1,1,3,4,2,,2,#NULL!,Y,,,,,,,4,,Y,,,,,,,1,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
108971,B,33,33-4,33-025,2,3,1,1,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,3,3,0,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,2,3,9,3,,1,1,Y,,,,,,,6,,Y,,,,,,,9,3,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
108973,B,33,33-4,33-025,2,3,1,1,4,4,2,3,3,5,4,5,4,5,5,3,5,4,3,3,5,3,3,3,5,4,4,3,3,1,3,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,5,1,3,4,3,,1,3,,,Y,,,,,99,Y,,,,,,Y,Not specified,1,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
108975,B,33,33-4,33-025,2,3,1,1,9,9,9,9,9,4,3,2,3,4,2,3,2,1,4,1,1,3,4,3,0,3,3,0,3,5,3,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,12,9,#NULL!,#NULL!,#NULL!,2,5,4,1,1,1,3,,1,3,Y,,,,,,,99,Y,,,,,,,,1,9,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,104
108976,B,33,33-4,33-025,2,3,1,1,4,4,3,4,4,4,2,3,5,5,3,2,2,4,2,4,1,4,4,3,4,4,5,5,5,5,5,4,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,12,8,15,#NULL!,#NULL!,#NULL!,1,5,4,1,1,2,3,,1,3,Y,,,,,,,3,Y,,,,,,,,1,4,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,104
108979,B,33,33-4,33-025,2,3,1,1,4,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,4,4,3,0,3,3,2,2,2,4,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,#NULL!,#NULL!,#NULL!,2,5,4,1,1,5,4,Free 90 day pass,1,3,,Y,,,,,,1,Y,,,,,,,,1,3,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,104
108980,B,33,33-4,33-025,3,3,1,1,1,2,3,3,2,1,3,3,4,3,3,1,1,2,2,1,3,2,3,3,3,2,3,4,2,3,3,3,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,9,3,,1,3,Y,,,,,,,5,Y,Y,,,,,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109017,B,33,33-4,33-025,3,3,1,1,1,1,1,1,1,2,3,1,3,2,4,1,2,3,2,1,2,2,2,1,2,2,3,2,3,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,11,#NULL!,#NULL!,#NULL!,2,5,2,1,1,1,3,,1,3,,,,,,Y,Not specified,1,Y,Y,,,,,,,1,2,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109021,B,33,33-4,33-025,3,3,1,1,4,3,2,4,4,4,2,2,4,3,5,3,4,5,4,3,1,4,4,4,2,3,5,0,4,5,4,3,0,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,3,1,#NULL!,#NULL!,#NULL!,2,4,4,1,1,4,3,,2,#NULL!,,,,Y,,,,3,Y,,,,,,,,1,1,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109023,B,33,33-4,33-025,3,3,1,1,5,4,3,5,5,2,4,2,5,4,5,5,5,5,4,5,2,5,5,5,5,4,4,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,3,4,2,,2,#NULL!,Y,,,,,,,6,Y,Y,,,,,,,1,2,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109025,B,33,33-4,33-025,3,3,1,1,3,3,2,2,3,2,3,2,5,4,4,3,3,2,3,2,2,4,4,3,3,3,4,5,4,5,4,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,9,23,#NULL!,#NULL!,#NULL!,2,5,4,1,2,2,3,,2,#NULL!,Y,,,,,,,5,Y,Y,,,,,,,1,3,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109027,B,33,33-4,33-025,3,3,1,1,2,5,5,1,1,0,2,0,0,1,2,3,3,0,2,3,0,1,0,0,0,1,1,4,0,0,2,1,3,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,1,5,,1,4,Y,,,,,,,1,,Y,,,,,,,2,2,1,,1,Y,,Y,,,,,,1,1,0,1,0,0,0,0,2,8,1.00,104
109029,B,33,33-4,33-025,3,3,1,1,3,4,3,3,3,2,2,2,1,1,2,1,2,3,2,1,0,0,3,1,2,2,2,2,2,3,3,0,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,3,1,1,4,3,,2,#NULL!,,,Y,,,,,2,Y,,,,,,Y,Sweedish,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109031,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,4,3,2,3,9,3,,2,#NULL!,,,Y,,,,,1,Y,,,,,,Y,Not specified,2,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109033,B,33,33-4,33-025,3,3,1,2,5,5,5,5,9,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,9,9,9,9,4,,9,#NULL!,,Y,,,,,,1,Y,,,,,,,,1,2,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109035,B,33,33-4,33-025,3,3,1,1,5,3,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,2,1,1,3,,2,#NULL!,,,,,Y,,,4,Y,Y,,,,Y,,,1,1,1,,2,,,,,,,,,2,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109038,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,0,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,1,4,,1,4,,,Y,,,,,4,Y,,,,,Y,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109041,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,5,4,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,2,2,2,,2,#NULL!,Y,,,,,,,5,,Y,,,,,,,1,1,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109055,B,33,33-4,33-025,3,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,1,1,1,3,3,,2,#NULL!,,,Y,,,,,2,,,,,,,Y,Polish,1,3,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109056,B,33,33-4,33-025,3,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,23,18,#NULL!,#NULL!,#NULL!,1,4,1,1,1,3,3,,2,#NULL!,,,Y,,,,,1,,,,,,,Y,Poland,1,3,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109057,B,33,33-4,33-025,3,3,1,1,3,5,4,5,4,4,5,4,4,3,4,3,3,4,5,2,1,2,4,2,1,2,4,5,3,5,4,5,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,2,4,,2,#NULL!,Y,,,,,,,5,Y,Y,,,,,,,1,2,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109058,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,3,3,5,5,4,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,10,12,#NULL!,#NULL!,#NULL!,2,5,4,1,1,2,9,,2,#NULL!,,,,,,,,99,,,,,,,,,9,9,9,,9,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,#NULL!,104
109059,B,33,33-4,33-025,3,3,1,1,5,9,1,1,3,3,3,3,1,1,3,3,1,2,2,2,2,3,3,1,1,1,3,0,3,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,13,11,1,#NULL!,#NULL!,#NULL!,2,5,4,2,1,2,3,,2,#NULL!,Y,,,,,,,4,,Y,,,,,,,2,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109060,B,33,33-4,33-025,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,19,3,#NULL!,#NULL!,#NULL!,2,5,4,2,9,1,4,,2,#NULL!,Y,,,,,,,99,,Y,,,,,,,2,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109152,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,5,0,5,5,5,5,5,5,5,5,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,9,3,#NULL!,#NULL!,#NULL!,2,5,3,1,1,1,4,,1,4,Y,,,,,,,99,,Y,,,,,,,2,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109153,B,33,33-4,33-025,3,3,1,2,5,5,5,1,9,1,1,1,0,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,9,6,#NULL!,#NULL!,#NULL!,2,4,4,1,3,4,3,,2,#NULL!,Y,,,,,,,6,Y,Y,,,,,,,1,3,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109154,B,33,33-4,33-025,3,3,1,2,4,3,3,2,3,1,3,4,5,5,1,1,2,1,2,3,1,1,1,1,1,3,3,3,3,3,3,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,14,1,9,#NULL!,#NULL!,#NULL!,1,9,4,1,2,3,3,,2,#NULL!,Y,,,,,,,3,Y,,,,,,,,1,2,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109155,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,5,0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,8,12,#NULL!,#NULL!,#NULL!,2,5,4,9,1,9,4,,1,4,,Y,,,,,,99,Y,,,,,,,,1,2,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109156,B,33,33-4,33-025,3,3,1,1,5,5,5,4,5,5,5,0,4,5,5,5,4,5,5,5,5,5,5,5,0,5,5,5,5,0,4,5,5,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,21,18,#NULL!,#NULL!,#NULL!,2,2,4,1,1,1,3,,1,4,,,Y,,,,,1,Y,,,,,,,,9,1,1,,1,,,,,,,Y,Not specified,0,0,0,0,0,0,0,1,1,7,1.00,104
109157,B,33,33-4,33-025,3,3,1,1,3,3,2,3,2,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,2,1,3,4,1,1,2,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,3,1,1,1,9,,2,#NULL!,Y,,,,,,,99,,Y,,,,,,,9,9,9,,9,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,#NULL!,104
109158,B,33,33-4,33-025,3,3,1,1,3,9,3,4,4,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,5,0,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,8,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,1,2,,1,3,Y,,,,,,,99,,Y,,,,,,,2,2,2,,9,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109159,B,33,33-4,33-025,3,3,1,1,5,1,5,5,3,5,5,5,5,5,2,3,1,1,1,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,12,15,#NULL!,#NULL!,#NULL!,2,5,3,1,3,5,4,Cash,1,4,,Y,,,,,,3,Y,,,,,,,,1,2,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109160,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,3,9,3,,9,#NULL!,Y,,,,,,,3,,Y,,,,,,,9,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109162,B,33,33-4,33-025,3,3,1,1,4,2,4,5,9,4,5,4,5,5,4,4,4,4,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,4,2,1,1,4,,2,#NULL!,Y,,,,,,,4,,Y,,,,,,,2,1,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109164,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5,5,1,5,5,5,5,0,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,5,2,3,9,4,,1,4,,,,,Y,,,1,Y,Y,,,,,,,1,3,2,,1,Y,,Y,,,,,,1,1,0,1,0,0,0,0,2,8,2.00,104
109166,B,33,33-4,33-025,3,3,1,2,4,3,4,4,9,4,5,3,4,4,3,4,4,3,5,4,0,4,5,5,5,4,5,0,4,4,4,5,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,9,6,#NULL!,#NULL!,#NULL!,1,5,2,1,1,9,2,,1,1,Y,,,,,,,3,Y,Y,,,,,,,1,9,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109167,B,33,33-4,33-025,3,3,1,2,3,2,4,2,3,2,2,1,0,1,1,1,1,4,4,4,3,1,4,1,1,3,4,1,1,3,3,1,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,6,7,#NULL!,#NULL!,#NULL!,2,5,1,9,3,9,3,,2,#NULL!,,,,,,Y,Not specified,1,,Y,,,,,Y,Not specified,2,2,2,,1,Y,,,,,,,,2,1,0,0,0,0,0,0,1,1,2.00,104
109169,B,33,33-4,33-025,3,3,1,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,4,3,3,3,4,4,3,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,6,12,#NULL!,#NULL!,#NULL!,2,4,4,1,1,9,9,,2,#NULL!,Y,,,,,,,4,,Y,,,,,,,1,9,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109171,B,33,33-4,33-025,3,3,1,1,2,2,2,4,2,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,14,15,#NULL!,#NULL!,#NULL!,2,4,4,1,1,2,3,,2,#NULL!,Y,,,,,,,99,,Y,,,,,,,1,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109172,B,33,33-4,33-025,3,3,1,1,2,3,2,2,3,3,4,3,3,2,3,2,3,4,3,4,3,2,4,4,2,4,4,3,3,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,7,13,#NULL!,#NULL!,#NULL!,2,5,4,1,1,2,3,,2,#NULL!,Y,,,,,,,4,,Y,,,,,,,2,2,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109174,B,33,33-4,33-025,3,3,1,2,5,5,5,5,5,5,5,5,5,5,3,1,3,3,3,3,4,4,5,5,5,5,3,1,3,5,5,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,19,#NULL!,#NULL!,#NULL!,#NULL!,2,5,1,2,9,5,3,Free,9,#NULL!,,,,,,Y,Not specified,2,,,,,,,Y,Not specified,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109175,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,2,4,,2,#NULL!,Y,,,,,,,99,,Y,,,,,,,2,9,1,,9,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109177,B,33,33-4,33-025,3,3,1,2,4,3,3,5,5,4,5,4,4,4,4,3,2,5,5,4,3,5,5,4,3,0,4,4,4,4,4,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,1,1,1,2,2,,2,#NULL!,Y,,,,,,,2,Y,Y,,,,,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109178,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,11,#NULL!,#NULL!,#NULL!,2,5,4,1,3,9,3,,1,1,Y,,,,,,,2,,Y,,,,,,,9,9,2,,9,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109180,B,33,33-4,33-025,3,3,1,1,2,3,5,5,3,4,4,4,2,4,4,2,2,3,3,4,5,3,3,3,3,2,4,1,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,19,15,#NULL!,#NULL!,#NULL!,2,5,4,1,3,4,2,,2,#NULL!,,Y,,,,,,5,Y,,,,,,,,1,1,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109181,B,33,33-4,33-025,3,3,1,1,3,2,3,5,4,4,2,2,3,3,1,1,1,3,3,4,2,3,3,3,1,5,4,2,2,2,3,2,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,3,8,#NULL!,#NULL!,#NULL!,2,4,4,2,3,4,2,,2,#NULL!,,,,,,Y,Not specified,6,Y,,,,,,,,1,1,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,104
109183,B,33,33-4,33-025,3,3,1,1,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,3,9,2,,2,#NULL!,,Y,,,,,,1,Y,,,,,,,,1,1,1,,1,,,,,,,Y,Autism,0,0,0,0,0,0,0,1,1,7,1.00,104
109185,B,33,33-4,33-025,3,3,1,2,4,2,3,4,3,2,2,2,3,2,4,3,2,3,3,2,4,5,5,5,3,3,4,3,3,4,4,4,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,5,#NULL!,#NULL!,#NULL!,2,4,4,1,3,4,3,,2,#NULL!,Y,,,,,,,4,Y,Y,,,,,,,1,3,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,104
109186,B,33,33-4,33-025,3,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,4,1,1,1,3,,1,4,Y,,,,,,,3,,Y,,,,,,,2,1,9,,1,,,,,,,Y,Not specified,1,0,0,0,0,0,0,1,1,7,#NULL!,104
109188,B,33,33-4,33-025,3,3,1,1,5,4,3,5,5,5,4,5,4,5,5,4,3,4,5,5,4,4,4,5,4,5,5,5,4,5,5,5,4,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,3,4,,2,#NULL!,Y,,,,,,,6,Y,Y,,,,,,,2,3,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,104
