ETCID,mode,railroute,routerun,routeblock,triptime,tripday,daytype,raffle,recommend,workshard,defendmetro,goodvalue,satisfaction,frequency,duration ,ontime,connections,accurateinfo,vehseating,stopclean,busshade,vehroom,vehcomfort,vehclean,homelessness,raceharass,sexharrass,crimesafe,grafitti,enforcement,courtesy,buswifi,delayinfo,payeasy,infoplan,stoplighting,escalator1,elevator1,celltrain,traininfo,escalator2,escalator2,carpark,bikepark,topbus1,topbus2,topbus3,toprail1,toprail2,toprail3,caracc,rideoften,yearsriding,smartphone,paytype,faretype,age,fareother,discount,whatdiscount,latinx,black,white,asianpac,natam,another,anotherwhat,hhsize,english,spanish,chinese,tagalog,korean,armenian,anotherlang,whichlang,engskill,income,gender,whatgender,disabilities,lowvision,blind,deafhard,wheelchair,nowheelchair,mentalcog,disabother,whatdisab,lang_count,LowVision_num,Blindness_num,DeafHoH_num,Mobility_num,MobilityNoChair_num,MentalCognitive_num,OtherDisability_num,MultipleDisabilities,Disability_num,Gender_bis,WeightFactor
101151,B,207,207-57,207-053,3,6,2,1,3,3,3,2,3,3,3,4,3,3,3,1,1,3,3,2,1,3,4,3,3,3,3,3,2,3,4,0,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,5,3,Student Pass,1,1,Y,,,,,,,4,Y,,,,,,,,1,1,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,253
101153,B,207,207-57,207-053,3,6,2,1,1,9,9,9,1,3,5,4,3,4,2,3,2,4,3,5,0,3,3,4,2,3,4,0,4,2,0,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,9,9,1,2,4,,2,#NULL!,Y,,,,,,,99,,Y,,,,,,,2,9,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,253
101155,B,207,207-57,207-053,3,6,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,3,3,3,,2,#NULL!,,Y,,,,,,2,Y,,,,,,,,1,1,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,253
106420,B,207,205-57,207-053,4,6,2,1,5,3,3,5,5,3,4,3,2,3,3,2,1,4,2,4,4,5,5,3,5,4,5,5,3,4,3,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,1,1,3,4,4,,2,#NULL!,,,,Y,,,,2,Y,,,,Y,,,,1,4,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,253
106421,B,207,207-57,207-053,4,6,2,1,4,3,4,5,4,4,5,3,5,2,2,1,3,3,4,2,3,3,3,4,3,3,5,0,5,5,4,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,11,7,13,#NULL!,#NULL!,#NULL!,2,5,4,1,3,4,3,,2,#NULL!,,,Y,,,,,6,Y,,,,,,,,1,3,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,253
106422,B,207,207-57,207-053,4,6,2,1,1,1,1,1,9,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,9,3,2,5,,9,#NULL!,Y,,,,,,,99,Y,Y,,,,,,,9,9,9,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,#NULL!,253
106423,B,207,207-57,207-053,4,6,2,2,3,2,1,3,2,1,2,1,2,1,1,1,1,2,3,1,1,2,2,2,3,1,2,4,1,3,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,5,4,1,1,1,4,,2,#NULL!,Y,,,,,,,1,Y,,,,,,,,1,2,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,253
106424,B,207,207-57,207-053,4,6,2,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,3,5,3,Money,9,#NULL!,Y,,,,,,,5,Y,Y,,,,,,,1,1,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,253
106425,B,207,207-57,207-053,4,6,2,1,4,5,4,5,5,4,3,3,4,3,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,3,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,2,1,3,4,3,,2,#NULL!,Y,,,,,,,6,,Y,,,,,,,9,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,253
106427,B,207,207-57,207-053,4,6,2,1,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,8,16,#NULL!,#NULL!,#NULL!,9,5,5,2,3,3,9,,2,#NULL!,,,,,,,,99,,,,,,,,,9,9,9,,9,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,#NULL!,253
109926,B,207,207-10,207-020,4,6,2,1,5,5,4,5,5,5,4,4,4,0,4,3,4,4,4,4,4,4,2,3,3,5,5,5,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,2,3,,1,9,Y,,,,,,,4,,Y,,,,,,,2,9,2,,9,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,253
109931,B,207,207-10,207-020,4,6,2,2,4,5,5,5,5,2,2,3,3,0,4,3,3,4,5,5,3,4,4,3,4,3,5,5,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,3,1,3,9,4,,9,#NULL!,Y,,,,,,,99,,,,,,,,,2,9,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,253
109933,B,207,207-10,207-020,5,6,2,2,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,5,4,2,1,1,3,,2,#NULL!,Y,,,,,,,99,,Y,,,,,,,1,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,253
109934,B,207,207-10,207-020,4,6,2,1,5,5,5,5,5,5,5,5,0,5,5,4,4,5,5,3,0,5,5,5,5,5,5,4,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,11,7,8,#NULL!,#NULL!,#NULL!,2,5,2,1,1,1,2,,2,#NULL!,Y,,,,,,,5,,Y,,,,,,,2,1,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,253
109937,B,207,207-10,207-020,4,6,2,1,5,4,4,5,4,4,4,5,5,4,4,5,4,5,5,5,5,4,4,5,5,4,4,2,4,5,5,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,4,2,9,4,3,,2,#NULL!,Y,,,,,,,99,,Y,,,,,,,1,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,253
109941,B,207,207-10,207-020,4,6,2,1,4,3,2,4,3,4,3,4,4,4,4,2,3,4,3,2,3,4,3,2,2,3,2,4,4,4,4,3,5,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,4,1,3,9,1,,2,#NULL!,Y,,,,,,,5,,Y,,,,,,,1,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,253
109944,B,207,207-10,207-020,5,6,2,1,4,3,4,5,4,2,3,3,4,4,4,1,1,4,4,5,2,4,5,5,3,3,4,2,2,0,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,1,1,3,2,3,,2,#NULL!,Y,,,,,,,6,Y,Y,,,,,,,2,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,253
109947,B,207,207-10,207-020,5,6,2,2,5,3,2,4,3,1,2,1,3,1,1,1,1,5,3,2,1,2,1,3,2,2,3,5,1,2,3,3,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,5,4,1,3,9,3,,9,#NULL!,Y,,,,,,,5,,Y,,,,,,,9,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,253
109949,B,207,207-10,207-020,5,6,2,1,5,3,5,4,4,2,4,2,5,3,3,4,1,5,5,4,0,0,4,5,4,4,5,0,2,5,5,1,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,8,#NULL!,#NULL!,#NULL!,2,4,2,1,1,4,3,,2,#NULL!,,,Y,,,,,2,Y,,,,,,,,1,3,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,253
110235,B,210,210-11,210-011,1,6,2,1,4,3,3,4,3,5,5,4,5,5,4,1,1,4,1,1,3,3,3,3,3,3,2,3,3,4,4,2,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,1,1,1,2,4,,2,#NULL!,,Y,,,,,,3,Y,,,,,,,,1,4,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110236,B,210,210-11,210-011,1,6,2,2,5,3,3,5,4,4,4,5,5,4,3,4,2,3,3,4,2,3,0,0,3,3,5,0,4,5,5,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,12,#NULL!,#NULL!,#NULL!,#NULL!,2,5,1,1,2,4,3,,2,#NULL!,Y,,,,,,,2,Y,,,,,,,,1,2,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110237,B,210,210-11,210-011,1,6,2,1,4,4,4,4,3,4,4,3,3,4,3,3,3,3,4,3,3,4,4,3,3,3,3,4,3,3,3,5,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,4,3,,2,#NULL!,Y,,,,,,,3,Y,Y,,,,,,,2,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110238,B,210,210-11,210-011,1,6,2,1,2,3,3,4,2,2,3,4,1,4,4,1,2,4,3,3,2,2,2,3,3,3,4,3,3,5,3,2,3,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,12,#NULL!,#NULL!,#NULL!,1,3,4,1,1,4,3,,2,#NULL!,,,Y,,,,,2,Y,,,,,,,,1,5,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110239,B,210,210-11,210-011,2,6,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,0,3,3,0,3,3,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,4,2,1,9,5,,1,9,,Y,,,,,,99,Y,,,,,,,,1,3,1,,1,,,,,,,Y,Not specified,0,0,0,0,0,0,0,1,1,7,1.00,264
110240,B,210,210-11,210-011,2,6,2,1,3,1,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,5,3,1,3,3,5,,2,#NULL!,,Y,,,,,,1,Y,,,,,,,,2,2,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110241,B,210,210-11,210-011,2,6,2,1,5,5,5,5,5,3,4,5,5,5,5,5,3,2,4,4,4,4,3,3,4,5,5,4,4,4,4,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,5,4,1,2,4,2,,2,#NULL!,Y,Y,,,,,,2,Y,,,,,,,,1,2,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110242,B,210,210-11,210-011,2,6,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,5,4,9,1,1,4,,1,9,Y,,,,,,,6,,Y,,,,,,,1,1,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110444,B,210,210-11,210-011,2,6,2,1,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,0,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,15,11,#NULL!,#NULL!,#NULL!,2,5,4,1,1,2,4,,1,9,,,,Y,,,,1,Y,,Y,,,,,,1,2,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110446,B,210,210-11,210-011,2,6,2,1,5,4,4,5,5,4,4,4,0,4,1,2,1,2,5,5,0,1,1,1,3,3,3,5,5,5,5,3,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,2,1,1,5,4,Day pass,2,#NULL!,Y,,,,,,,99,,Y,,,,,,,2,1,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110451,B,210,210-11,210-011,2,6,2,1,4,2,2,4,4,4,4,4,2,4,1,1,2,1,1,3,1,1,3,1,3,2,0,1,2,4,3,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,13,23,15,#NULL!,#NULL!,#NULL!,9,9,9,9,9,9,4,,9,#NULL!,Y,,,,,,,1,Y,,Y,,,,,,1,1,1,,1,,,,,Y,,,,1,0,0,0,0,1,0,0,1,5,1.00,264
110454,B,210,210-11,210-011,2,6,2,1,5,5,5,5,4,3,5,5,3,5,2,2,5,5,5,0,4,4,3,3,3,5,5,0,2,3,3,4,4,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,9,9,9,9,3,,9,#NULL!,Y,,,,,,,6,,Y,,,,,,,1,2,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110457,B,210,210-11,210-011,2,6,2,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,1,1,1,2,3,,2,#NULL!,,,,,,Y,Not specified,1,Y,,,,,,,,1,1,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110459,B,210,210-11,210-011,2,6,2,2,5,5,4,5,3,5,4,5,3,0,4,3,4,4,4,4,4,4,4,5,4,5,4,0,0,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,1,1,3,9,3,,1,9,Y,,,,,,,4,,Y,,,,,,,1,2,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110461,B,210,210-11,210-011,2,6,2,2,4,4,4,4,4,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,2,1,3,5,,1,4,,Y,,,,,,1,Y,,,,,,,,1,2,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110463,B,210,210-11,210-011,2,6,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,1,3,4,3,,2,#NULL!,,,Y,,,,,2,Y,,,,,,,,1,3,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110466,B,210,210-11,210-011,2,6,2,1,3,3,4,5,5,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,4,1,1,3,3,,2,#NULL!,Y,,,,,,,2,Y,Y,,,,,,,1,3,1,,1,Y,,,,,,,,1,1,0,0,0,0,0,0,1,1,1.00,264
110467,B,210,210-11,210-011,2,6,2,1,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,3,3,3,3,3,3,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,4,#NULL!,#NULL!,#NULL!,9,5,4,2,1,2,4,,1,4,Y,,,,,,,5,,Y,,,,,,,2,1,1,,1,Y,,,,,,,,1,1,0,0,0,0,0,0,1,1,1.00,264
110502,B,210,210-11,210-011,2,6,2,1,3,3,3,3,4,2,3,2,5,4,2,2,3,2,3,2,1,4,5,5,3,5,5,3,4,4,5,5,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,12,1,#NULL!,#NULL!,#NULL!,2,5,4,1,3,4,3,,2,#NULL!,,Y,,,,,,1,Y,,,,,,,,1,2,1,,1,,,,,,,Y,Shin Condition,0,0,0,0,0,0,0,1,1,7,1.00,264
110560,B,210,210-11,210-011,2,6,2,1,3,2,1,1,2,0,1,1,1,1,2,0,0,0,1,0,2,1,3,1,2,2,2,0,1,1,3,5,0,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,5,7,#NULL!,#NULL!,#NULL!,2,5,4,1,1,1,4,,2,#NULL!,Y,,,,,,,3,Y,Y,,,,,,,1,2,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110561,B,210,210-11,210-011,2,6,2,1,5,9,9,9,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,3,1,1,3,3,,2,#NULL!,,,,,,,,3,,Y,,,,,,,9,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110562,B,210,210-11,210-011,2,6,2,1,5,5,1,2,3,2,2,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,2,4,,1,3,Y,,,,,,,5,,Y,,,,,,,2,2,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110563,B,210,210-11,210-011,2,6,2,1,4,3,2,1,3,4,4,4,5,3,3,2,1,3,1,2,1,2,4,4,4,3,5,4,3,5,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,3,4,3,,2,#NULL!,Y,,,,,,,1,Y,Y,,,,,,,1,1,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110564,B,210,210-11,210-011,2,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,4,1,3,5,4,Money,2,#NULL!,,,,,,,,99,Y,,,,,,,,1,9,1,,9,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110565,B,210,210-11,210-011,2,6,2,1,5,5,5,5,4,4,3,4,5,5,3,2,0,3,4,3,2,4,4,3,1,2,4,4,1,3,5,3,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,1,4,,1,9,Y,,,,,,,4,Y,Y,,,,,,,9,9,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110566,B,210,210-11,210-011,2,6,2,1,2,3,2,2,3,2,3,2,3,3,5,4,4,4,4,4,4,5,0,5,3,3,5,5,3,3,3,5,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,3,1,3,,2,#NULL!,,,,,,Y,Mexican,4,Y,Y,,,,,,,1,1,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110567,B,210,210-11,210-011,2,6,2,1,4,4,3,4,3,3,4,3,3,4,2,2,2,2,4,3,5,5,4,4,5,5,4,4,3,3,4,4,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20,1,8,#NULL!,#NULL!,#NULL!,2,4,4,1,1,1,2,,2,#NULL!,Y,,,,,,,5,Y,Y,,,,,,,1,3,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110568,B,210,210-11,210-011,4,6,2,1,5,5,3,5,4,5,1,0,5,5,0,2,2,4,5,5,4,3,0,1,5,0,4,1,1,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,9,9,9,4,,9,#NULL!,Y,,,,,,,3,,Y,,,,,,,2,9,1,,1,Y,,,,,,,,1,1,0,0,0,0,0,0,1,1,1.00,264
110569,B,210,210-11,210-011,4,6,2,1,5,5,5,5,5,3,3,3,5,2,5,3,2,5,5,3,2,3,5,3,3,3,4,5,2,5,3,5,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,2,1,1,4,3,,2,#NULL!,,Y,,,,,,4,Y,,,,,,,,1,3,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110570,B,210,210-11,210-011,4,6,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,2,4,,2,#NULL!,Y,,,,,,,4,,Y,,,,,,,2,1,2,,1,,,,,,,Y,Not specified,1,0,0,0,0,0,0,1,1,7,2.00,264
110571,B,210,210-11,210-011,5,6,2,1,5,5,5,5,5,3,3,3,4,4,4,2,2,4,4,5,5,5,5,5,5,5,5,1,1,3,4,1,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,1,1,3,2,3,,2,#NULL!,Y,,,,,,,99,Y,Y,,,,,,,1,3,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110572,B,210,210-11,210-011,5,6,2,2,1,1,1,1,4,0,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,4,2,3,3,3,4,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,1,1,1,1,2,,2,#NULL!,Y,,,,,,,5,,Y,,,,,,,2,9,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,2.00,264
110573,B,210,210-11,210-011,5,6,2,1,5,5,2,2,3,3,3,5,3,3,5,1,1,1,5,1,1,5,3,1,1,5,2,1,2,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,4,1,1,2,4,,2,#NULL!,Y,,,,,,,3,,Y,,,,,,,2,5,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,264
110655,B,233,233-1,233-012,1,6,2,1,3,3,2,4,3,1,1,3,3,2,2,4,4,4,3,5,1,0,4,4,4,4,4,3,2,4,4,4,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,1,1,2,4,2,,2,#NULL!,,,Y,,,,,5,Y,,,,,,,,1,5,1,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,1.00,112
110656,B,233,233-1,233-012,1,6,2,2,4,3,3,4,2,3,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,5,4,4,4,3,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,3,#NULL!,#NULL!,#NULL!,2,2,4,1,3,2,4,,2,#NULL!,,Y,,,,,,4,Y,,,,,,,,1,3,2,,2,,,,,,,,,0,0,0,0,0,0,0,0,0,#NULL!,2.00,112
110657,B,233,233-1,233-012,1,6,2,1,5,4,4,5,5,5,3,5,5,5,5,4,4,5,3,5,0,5,5,3,3,3,4,0,5,5,5,3,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15,17,23,#NULL!,#NULL!,#NULL!,1,4,3,1,1,2,3,,1,9,Y,,,,,,,4,Y,Y,,,,,,,1,4,1,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,#NULL!,1.00,112
